month-year,net sales/income from operations,other operating income,total income from operations,consumption of raw materials,purchase of traded goods,increase/decrease in stocks,power fuel,employees cost,depreciation,excise duty,admin. and selling expenses,r d expenses,provisions and contingencies,exp. capitalised,other expenses,p/l before other inc. int.excpt. items tax,other income,p/l before int.excpt. items tax,interest,p/l before exceptional items tax,exceptional items,p/l before tax,tax,p/l after tax from ordinary activities,prior year adjustments,extra ordinary items,net profit/(loss) for the period,equity share capital,reserves excluding revaluation reserves,equity dividend rate (%),basic eps,diluted eps,basic eps.,diluted eps.,no of shares (crores),share holding (%),- number of shares (crores),- per. of shares (as a % of the total sh. of prom. and promoter group),- per. of shares (as a % of the total share cap. of the company),- number of shares (crores).,- per. of shares (as a % of the total sh. of prom. and promoter group).,- per. of shares (as a % of the total share cap. of the company).,stock_name
Mar '18,"1,397.85",7.53,"1,405.38",531.03,106.41,6.27,51.63,174.26,42.18,--,--,--,--,--,299.45,194.15,29.01,223.16,1.05,222.11,--,222.11,74.95,147.16,--,--,147.16,55.36,927.48,100.00,13.29,13.29,13.29,13.29,--,--,--,--,--,--,--,--,GRINDWELL NORTO
Mar '17,"1,228.16",8.27,"1,236.43",473.24,99.68,1.20,42.78,168.17,39.83,--,--,--,--,--,270.62,140.91,32.94,173.85,1.10,172.75,--,172.75,56.74,116.01,--,--,116.01,55.36,832.56,80.00,10.48,10.48,10.48,10.48,--,--,--,--,--,--,--,--,GRINDWELL NORTO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRINDWELL NORTO
Mar '21,"7,499.61",--,"7,499.61","3,951.75",541.12,301.57,649.98,684.31,176.45,--,--,--,--,--,821.71,372.72,183.34,556.06,42.74,513.32,--,513.32,95.65,417.67,--,--,417.67,79.70,"9,064.45",110.00,10.48,10.48,10.48,10.48,--,--,--,--,--,--,--,--,GSFC
Mar '20,"7,620.82",--,"7,620.82","3,597.02","1,415.79",102.19,652.31,714.26,170.21,--,--,--,--,--,836.56,132.48,109.19,241.67,114.69,126.98,--,126.98,28.28,98.70,--,--,98.70,79.70,"6,718.15",60.00,2.48,2.48,2.48,2.48,--,--,--,--,--,--,--,--,GSFC
Mar '19,"8,574.54",--,"8,574.54","4,226.02","2,062.92",-487.68,676.72,521.23,125.60,--,--,--,--,--,827.95,621.78,104.90,726.68,61.26,665.42,--,665.42,171.73,493.69,--,--,493.69,79.70,"7,188.15",110.00,12.39,12.39,12.39,12.39,--,--,--,--,--,--,--,--,GSFC
Mar '18,"6,270.57",--,"6,270.57","3,231.15",795.51,-42.64,522.13,509.26,119.13,--,--,--,--,--,688.55,447.48,94.67,542.15,51.36,490.79,--,490.79,15.06,475.73,--,--,475.73,79.70,"7,182.25",110.00,11.94,11.94,11.94,11.94,--,--,--,--,--,--,--,--,GSFC
Mar '17,"5,264.53",--,"5,264.53","2,724.83",480.04,-59.43,442.89,510.22,103.43,--,--,--,--,--,679.39,383.16,56.65,439.81,64.93,374.88,--,374.88,-44.62,419.50,--,--,419.50,79.70,"6,495.46",110.00,10.53,10.53,10.53,10.53,--,--,--,--,--,--,--,--,GSFC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSFC
Mar '21,"2,429.48",--,"2,429.48",926.30,16.47,-8.36,496.08,233.19,174.36,--,--,--,--,--,407.63,183.81,67.45,251.26,15.46,235.80,--,235.80,68.95,166.85,--,--,166.85,73.44,"5,304.15",80.00,22.72,22.72,22.72,22.72,--,--,--,--,--,--,--,--,GUJ ALKALI
Mar '20,"2,724.59",--,"2,724.59",912.65,11.06,8.69,583.21,243.90,161.83,--,--,--,--,--,387.37,415.88,89.78,505.66,14.04,491.62,--,491.62,158.78,332.84,--,--,332.84,73.44,"4,524.07",80.00,45.32,45.32,45.32,45.32,--,--,--,--,--,--,--,--,GUJ ALKALI
Mar '19,"3,161.38",--,"3,161.38",860.96,3.87,-13.87,629.51,206.96,139.97,--,--,--,--,--,358.79,975.19,60.77,"1,035.96",20.94,"1,015.02",--,"1,015.02",325.37,689.65,--,--,689.65,73.44,"4,223.22",80.00,93.91,93.91,93.91,93.91,--,--,--,--,--,--,--,--,GUJ ALKALI
Mar '18,"2,454.50",--,"2,454.50",655.35,1.76,1.47,522.07,201.39,127.31,--,--,--,--,--,285.78,659.37,105.75,765.12,14.90,750.22,--,750.22,215.20,535.02,--,--,535.02,73.44,"3,749.19",65.00,72.85,72.85,72.85,72.85,--,--,--,--,--,--,--,--,GUJ ALKALI
Mar '17,"2,023.04",47.17,"2,070.21",647.55,4.28,5.67,484.66,169.76,110.92,--,--,--,--,--,308.67,338.70,55.92,394.62,12.84,381.78,--,381.78,73.68,308.10,--,--,308.10,73.44,"3,283.34",50.00,41.95,41.95,41.95,41.95,--,--,--,--,--,--,--,--,GUJ ALKALI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUJ ALKALI
Mar '21,"2,823.09",--,"2,823.09","1,136.75",173.31,-44.64,415.22,172.46,133.19,--,--,--,--,--,350.81,485.99,26.62,512.61,90.21,422.40,--,422.40,112.42,309.98,--,--,309.98,95.01,"2,406.81",55.00,32.62,32.54,32.62,32.54,--,--,--,--,--,--,--,--,GUJ HEAVY CHEM
Mar '20,"3,256.01",--,"3,256.01","1,253.45",182.39,-14.02,513.17,188.36,130.51,--,--,--,--,--,385.93,616.22,16.43,632.65,118.18,514.47,-10.00,504.47,97.97,406.50,--,--,406.50,95.01,"2,090.55",30.00,41.51,41.51,41.51,41.51,--,--,--,--,--,--,--,--,GUJ HEAVY CHEM
Mar '19,"3,371.18",--,"3,371.18","1,246.46",237.17,-31.77,505.33,200.91,116.29,--,--,--,--,--,442.90,653.89,13.54,667.43,126.32,541.11,--,541.11,180.08,361.03,--,--,361.03,98.03,"1,853.92",50.00,36.88,36.56,36.88,36.56,--,--,--,--,--,--,--,--,GUJ HEAVY CHEM
Mar '18,"2,905.65",--,"2,905.65","1,100.08",125.54,23.62,390.30,176.37,109.53,--,--,--,--,--,476.31,503.90,35.75,539.65,124.17,415.48,--,415.48,50.97,364.51,--,--,364.51,97.42,"1,524.52",50.00,37.32,37.08,37.32,37.08,--,--,--,--,--,--,--,--,GUJ HEAVY CHEM
Mar '17,"2,780.70",--,"2,780.70","1,069.91",91.75,-43.53,306.52,158.13,85.69,--,--,--,--,--,484.27,627.96,10.78,638.74,133.77,504.97,-3.04,501.93,115.16,386.77,--,--,386.77,99.47,--,50.00,38.82,38.57,38.82,38.57,--,--,--,--,--,--,--,--,GUJ HEAVY CHEM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUJ HEAVY CHEM
Mar '21,"2,079.42",--,"2,079.42",--,--,--,--,59.16,203.00,--,--,--,--,--,546.92,"1,270.33",69.28,"1,339.61",92.92,"1,246.69",--,"1,246.69",316.00,930.69,--,-6.44,924.24,564.21,"6,980.79",20.00,16.38,16.38,16.38,16.38,--,--,--,--,--,--,--,--,GUJ STATE PETRO
Mar '20,"2,368.57",--,"2,368.57",2.89,--,-0.08,--,61.91,196.64,--,--,--,--,--,728.93,"1,378.28",64.86,"1,443.14",164.54,"1,278.60",--,"1,278.60",169.87,"1,108.73",--,--,"1,108.73",564.10,"6,158.45",20.00,19.66,19.65,19.66,19.65,--,--,--,--,--,--,--,--,GUJ STATE PETRO
Mar '19,"1,877.19",--,"1,877.19",0.33,--,--,--,64.55,179.98,--,--,--,--,--,269.71,"1,362.62",59.36,"1,421.98",219.20,"1,202.78",--,"1,202.78",408.11,794.67,--,--,794.67,563.97,"5,178.15",20.00,14.09,14.09,14.09,14.09,--,--,--,--,--,--,--,--,GUJ STATE PETRO
Mar '18,"1,331.75",--,"1,331.75",--,--,--,--,43.20,175.04,--,--,--,--,--,140.75,972.76,73.47,"1,046.23",35.41,"1,010.81",--,"1,010.81",342.38,668.43,--,--,668.43,563.83,"4,498.52",17.50,11.86,11.85,11.86,11.85,--,--,--,--,--,--,--,--,GUJ STATE PETRO
Mar '17,"1,027.55",73.00,"1,100.56",--,--,--,--,38.84,179.14,--,--,--,--,--,100.41,782.17,15.20,797.37,59.58,737.79,--,737.79,241.15,496.64,--,--,496.64,563.59,"3,928.53",15.00,8.81,8.81,8.81,8.81,--,--,--,--,--,--,--,--,GUJ STATE PETRO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUJ STATE PETRO
Mar '21,"2,523.61",--,"2,523.61",875.12,--,-43.56,--,197.90,184.56,--,--,--,--,--,848.98,460.61,118.87,579.48,109.19,470.29,--,470.29,698.46,-228.17,--,--,-228.17,10.99,"3,453.80",--,-20.77,-20.77,-20.77,-20.77,--,--,--,--,--,--,--,--,GUJARAT FLUORO
Mar '20,"2,496.39",--,"2,496.39",946.93,0.59,-74.71,476.29,186.61,176.07,--,--,--,--,--,517.77,266.84,183.60,450.44,101.38,349.06,-26.04,323.02,133.07,189.95,--,--,189.95,10.99,"3,681.44",--,17.29,17.29,17.29,17.29,--,--,--,--,--,--,--,--,GUJARAT FLUORO
Mar '19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.01,-0.01,--,-0.01,--,-0.01,--,-0.01,--,-0.01,--,--,-0.01,0.01,"3,493.58",--,-1.25,-1.25,-1.25,-1.25,--,--,--,--,--,--,--,--,GUJARAT FLUORO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUJARAT FLUORO
Mar '21,"9,854.25",--,"9,854.25","6,991.09",--,-1.33,--,177.49,340.84,--,--,--,--,--,599.18,"1,746.98",74.03,"1,821.01",116.31,"1,704.70",--,"1,704.70",429.20,"1,275.50",--,--,"1,275.50",137.68,"4,344.97",100.00,18.53,18.53,18.53,18.53,--,--,--,--,--,--,--,--,GUJARAT GAS
Mar '20,"10,300.34",--,"10,300.34","7,881.62",--,0.16,--,175.36,317.98,--,--,--,--,--,608.93,"1,316.29",83.66,"1,399.95",192.17,"1,207.78",--,"1,207.78",14.46,"1,193.32",--,--,"1,193.32",137.68,"3,152.94",62.50,17.33,17.33,17.33,17.33,--,--,--,--,--,--,--,--,GUJARAT GAS
Mar '19,"7,754.41",--,"7,754.41","6,084.00",--,-1.05,--,159.98,288.01,--,--,--,--,--,526.84,696.63,111.28,807.91,196.19,611.72,-17.87,593.85,176.82,417.03,--,--,417.03,137.68,"2,046.31",50.00,6.06,6.06,6.06,6.06,--,--,--,--,--,--,--,--,GUJARAT GAS
Mar '18,"6,174.33",--,"6,174.33","4,678.61",--,-0.62,--,139.01,271.82,--,--,--,--,--,462.27,623.24,35.68,658.92,196.08,462.84,--,462.84,171.48,291.36,--,--,291.36,137.68,"1,708.73",40.00,21.16,21.16,21.16,21.16,--,--,--,--,--,--,--,--,GUJARAT GAS
Mar '17,"5,092.61",--,"5,092.61","3,838.04",--,-0.13,--,128.21,257.33,--,--,--,--,--,383.19,485.97,26.32,512.29,208.96,303.33,--,303.33,83.83,219.50,--,--,219.50,137.68,"1,507.20",30.00,15.94,15.94,15.94,15.94,--,--,--,--,--,--,--,--,GUJARAT GAS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUJARAT GAS
Mar '21,733.46,--,733.46,--,--,--,--,67.15,133.45,--,--,--,--,--,244.19,288.67,44.20,332.87,6.31,326.56,--,326.56,108.16,218.40,--,--,218.40,483.44,"1,548.76",45.00,4.52,4.52,4.52,4.52,--,--,--,--,--,--,--,--,GUJARAT PIPAVAV
Mar '20,735.37,--,735.37,--,--,--,--,56.69,131.45,--,--,--,--,--,232.06,315.16,50.87,366.03,7.38,358.66,--,358.66,66.25,292.40,--,--,292.40,483.44,"1,601.41",56.00,6.05,6.05,6.05,6.05,--,--,--,--,--,--,--,--,GUJARAT PIPAVAV
Mar '19,701.98,--,701.98,--,--,--,--,59.69,112.84,--,--,--,--,--,255.19,274.27,47.00,321.27,0.37,320.91,--,320.91,115.28,205.63,--,--,205.63,483.44,"1,537.57",35.00,4.24,4.24,4.24,4.24,--,--,--,--,--,--,--,--,GUJARAT PIPAVAV
Mar '18,648.90,--,648.90,--,--,--,--,52.89,103.56,--,--,--,--,--,221.94,270.51,37.05,307.55,0.35,307.20,--,307.20,108.74,198.46,--,--,198.46,483.44,"1,530.62",34.00,4.10,4.10,4.10,4.10,--,--,--,--,--,--,--,--,GUJARAT PIPAVAV
Mar '17,630.11,52.99,683.10,--,--,--,--,48.41,106.51,--,--,--,--,--,216.10,312.08,35.36,347.43,0.40,347.03,--,347.03,97.12,249.91,--,--,249.91,483.44,"1,536.06",38.00,5.17,5.17,5.17,5.17,--,--,--,--,--,--,--,--,GUJARAT PIPAVAV
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUJARAT PIPAVAV
Mar '21,"1,652.21",--,"1,652.21",828.58,88.12,-27.74,--,116.46,33.87,--,--,--,--,--,381.59,231.32,52.06,283.38,14.64,268.74,--,268.74,68.65,200.09,--,--,200.09,10.06,859.31,800.00,39.86,39.70,39.86,39.70,--,--,--,--,--,--,--,--,GULF OIL LUBRIC
Mar '20,"1,643.50",--,"1,643.50",781.99,62.48,-14.99,--,113.99,32.70,--,--,--,--,--,413.50,253.83,35.55,289.37,24.83,264.54,--,264.54,62.02,202.52,--,--,202.52,10.02,751.29,700.00,40.51,40.23,40.51,40.23,--,--,--,--,--,--,--,--,GULF OIL LUBRIC
Mar '19,"1,705.80",--,"1,705.80",898.89,67.54,-28.16,--,101.74,22.36,--,--,--,--,--,382.74,260.69,29.54,290.23,15.16,275.07,--,275.07,97.29,177.78,--,--,177.78,9.96,576.78,575.00,35.73,35.50,35.73,35.50,--,--,--,--,--,--,--,--,GULF OIL LUBRIC
Mar '18,"1,332.26",--,"1,332.26",676.45,32.02,-10.80,--,82.56,10.43,--,--,--,--,--,316.30,225.29,26.10,251.39,8.53,242.86,--,242.86,84.30,158.56,--,--,158.56,9.94,457.48,525.00,31.92,31.65,31.92,31.65,--,--,--,--,--,--,--,--,GULF OIL LUBRIC
Mar '17,"1,128.61",2.44,"1,131.06",566.89,30.14,-2.68,--,68.21,7.25,--,--,--,--,--,288.13,173.13,21.54,194.66,9.74,184.93,--,184.93,63.85,121.08,--,--,121.08,9.93,344.20,425.00,24.41,24.24,24.41,24.24,--,--,--,--,--,--,--,--,GULF OIL LUBRIC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GULF OIL LUBRIC
Mar '21,615.56,--,615.56,--,--,--,--,56.41,170.39,--,--,--,--,--,358.69,30.07,134.30,164.37,19.85,144.52,-0.92,143.60,32.45,111.15,--,--,111.15,354.02,"4,076.08",--,0.63,0.63,0.63,0.63,--,--,--,--,--,--,--,--,HATHWAY CABLE
Mar '20,567.69,--,567.69,--,--,--,--,56.81,152.19,--,--,--,--,--,379.23,-20.54,250.34,229.80,116.10,113.70,-6.01,107.69,91.05,16.64,--,--,16.64,354.02,"3,964.70",--,0.09,0.09,0.09,0.09,--,--,--,--,--,--,--,--,HATHWAY CABLE
Mar '19,527.63,--,527.63,--,--,--,--,49.84,115.92,--,--,--,--,--,286.68,75.19,54.86,130.05,102.58,27.47,-84.54,-57.07,-267.67,210.60,--,--,210.60,354.02,"3,948.03",--,2.08,2.08,2.08,2.08,--,--,--,--,--,--,--,--,HATHWAY CABLE
Mar '18,544.19,0.35,544.54,--,--,--,--,41.91,97.19,--,--,--,--,--,277.62,127.82,11.97,139.79,78.34,61.45,16.21,77.66,--,77.66,--,--,77.66,166.10,887.80,--,0.94,0.94,0.94,0.94,--,--,--,--,--,--,--,--,HATHWAY CABLE
Mar '17,"1,300.95",6.45,"1,307.40",--,--,--,--,86.48,300.76,--,--,--,--,--,983.58,-63.42,23.10,-40.32,110.30,-150.62,-3.49,-154.11,--,-154.11,--,--,-154.11,166.10,808.89,--,-1.86,-1.86,-1.86,-1.86,--,--,--,--,--,--,--,--,HATHWAY CABLE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HATHWAY CABLE
Mar '21,"5,569.74",--,"5,569.74","3,951.96",3.60,-150.62,--,188.37,309.90,--,--,--,--,--,797.72,468.82,5.76,474.59,110.43,364.15,--,364.15,117.80,246.35,--,--,246.35,21.56,999.95,800.00,11.43,11.43,11.43,11.43,--,--,--,--,--,--,--,--,HATSUN AGRO
Mar '20,"5,308.33",--,"5,308.33","3,684.97",2.69,73.33,--,167.71,296.48,--,--,--,--,--,829.56,253.59,8.65,262.24,105.85,156.39,--,156.39,44.12,112.27,--,--,112.27,16.17,888.31,400.00,6.99,6.94,6.99,6.94,--,--,--,--,--,--,--,--,HATSUN AGRO
Mar '19,"4,760.30",--,"4,760.30","3,289.59",0.61,52.37,--,155.92,200.59,--,--,--,--,--,820.35,240.86,6.05,246.91,85.72,161.18,--,161.18,46.34,114.85,--,--,114.85,15.98,788.70,400.00,7.19,7.19,7.19,7.19,--,--,--,--,--,--,--,--,HATSUN AGRO
Mar '18,"4,287.37",--,"4,287.37","3,183.48",1.46,-101.19,--,146.67,173.64,--,--,--,--,--,685.30,198.00,8.32,206.32,87.64,118.68,--,118.68,27.84,90.84,--,--,90.84,15.22,350.31,400.00,5.96,5.96,5.96,5.96,--,--,--,--,--,--,--,--,HATSUN AGRO
Mar '17,"4,190.39",9.27,"4,199.66","2,996.72",0.62,51.64,--,126.86,145.60,--,--,--,--,--,644.36,233.85,5.62,239.47,70.20,169.28,--,169.28,35.31,133.97,--,--,133.97,15.22,333.39,400.00,8.80,8.80,8.80,8.80,--,--,--,--,--,--,--,--,HATSUN AGRO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HATSUN AGRO
Mar '21,"10,427.92",--,"10,427.92","5,390.51","1,615.46",-531.07,--,885.33,248.86,--,132.55,--,--,--,"1,369.88","1,316.40",187.82,"1,504.22",72.64,"1,431.58",--,"1,431.58",391.94,"1,039.64",--,--,"1,039.64",62.60,"5,101.85",650.00,16.61,16.61,16.61,16.61,--,--,--,--,--,--,--,--,HAVELLS INDIA
Mar '20,"9,429.20",--,"9,429.20","4,389.58","1,272.82",172.74,--,899.58,217.91,--,320.94,--,--,--,"1,346.16",809.47,111.98,921.45,19.72,901.73,--,901.73,168.70,733.03,--,--,733.03,62.58,"4,241.59",400.00,11.71,11.71,11.71,11.71,--,--,--,--,--,--,--,--,HAVELLS INDIA
Mar '19,"10,057.62",--,"10,057.62","4,513.04","2,013.67",-248.16,--,832.42,148.57,--,384.24,--,--,--,"1,370.22","1,043.62",127.55,"1,171.17",15.91,"1,155.26",--,"1,155.26",363.74,791.52,--,--,791.52,62.55,"4,179.71",450.00,12.66,12.66,12.66,12.66,--,--,--,--,--,--,--,--,HAVELLS INDIA
Mar '18,"8,138.57",--,"8,138.57","3,586.69","1,719.96",-325.88,--,649.73,139.52,--,307.58,--,--,--,"1,151.20",909.77,116.99,"1,026.76",23.97,"1,002.79",11.91,"1,014.70",302.18,712.52,--,--,712.52,62.51,"3,676.64",400.00,11.40,11.40,11.40,11.40,--,--,--,--,--,--,--,--,HAVELLS INDIA
Mar '17,"6,135.26",--,"6,135.26","3,268.69",493.30,-113.52,--,500.40,119.63,--,--,--,--,--,"1,162.25",704.51,134.28,838.79,12.15,826.64,-57.81,768.83,229.79,539.04,--,--,539.04,62.49,"3,211.09",350.00,8.63,8.63,8.63,8.63,--,--,--,--,--,--,--,--,HAVELLS INDIA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HAVELLS INDIA
Mar '21,768.46,--,768.46,246.11,83.85,35.23,--,100.95,5.33,--,--,--,--,--,191.51,105.48,7.32,112.80,4.73,108.07,--,108.07,27.43,80.64,--,--,80.64,5.29,172.34,800.00,152.49,152.49,152.49,152.49,--,--,--,--,--,--,--,--,HAWKINS COOKER
Mar '20,673.87,--,673.87,237.12,78.61,-25.66,--,93.73,4.71,--,--,--,--,--,186.20,99.16,3.18,102.34,3.99,98.35,--,98.35,25.86,72.49,--,--,72.49,5.29,134.37,--,137.09,137.09,137.09,137.09,--,--,--,--,--,--,--,--,HAWKINS COOKER
Mar '19,652.84,--,652.84,246.75,74.29,-27.65,--,90.82,4.01,--,--,--,--,--,182.44,82.18,4.14,86.32,3.98,82.34,--,82.34,28.12,54.22,--,--,54.22,5.29,113.33,800.00,102.53,102.53,102.53,102.53,--,--,--,--,--,--,--,--,HAWKINS COOKER
Mar '18,552.56,--,552.56,183.67,60.67,16.17,--,76.09,3.66,--,--,--,--,--,145.45,66.85,11.09,77.94,4.14,73.80,--,73.80,25.13,48.67,--,--,48.67,5.29,104.53,700.00,--,--,--,--,--,--,--,--,--,--,--,--,HAWKINS COOKER
Mar '17,578.61,--,578.61,163.40,54.78,1.26,--,75.37,3.47,--,--,--,--,--,212.33,68.00,4.48,72.48,4.28,68.20,--,68.20,22.59,45.61,--,--,45.61,5.29,101.39,700.00,86.25,86.25,86.25,86.25,--,--,--,--,--,--,--,--,HAWKINS COOKER
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HAWKINS COOKER
Mar '21,"35,673.00",--,"35,673.00",--,142.00,-3.00,--,"11,749.00","2,813.00",--,--,--,--,--,"9,350.00","11,622.00",965.00,"12,587.00",177.00,"12,410.00",--,"12,410.00","3,667.00","8,743.00",--,--,"8,743.00",543.00,"43,010.00",500.00,32.22,32.22,32.22,32.22,--,--,--,--,--,--,--,--,HCL TECH
Mar '20,"32,606.00",--,"32,606.00",--,144.00,4.00,--,"9,916.00","1,952.00",--,--,--,--,--,"9,762.00","10,828.00",587.00,"11,415.00",238.00,"11,177.00",--,"11,177.00","2,208.00","8,969.00",--,--,"8,969.00",543.00,"36,753.00",500.00,33.06,33.05,33.06,33.05,--,--,--,--,--,--,--,--,HCL TECH
Mar '19,"26,012.00",--,"26,012.00",--,142.00,22.00,--,"8,079.00","1,276.00",--,--,--,--,--,"7,351.00","9,142.00",805.00,"9,947.00",16.00,"9,931.00",--,"9,931.00","1,746.00","8,185.00",--,--,"8,185.00",271.25,"30,168.00",400.00,59.69,59.66,59.69,59.66,--,--,--,--,--,--,--,--,HCL TECH
Mar '18,"22,073.00",--,"22,073.00",--,138.00,50.00,--,"7,365.00",893.00,--,--,--,--,--,"5,181.00","8,446.00",702.00,"9,148.00",23.00,"9,125.00",--,"9,125.00","1,763.00","7,362.00",--,--,"7,362.00",278.45,"27,285.00",600.00,52.54,52.50,52.54,52.50,--,--,--,--,--,--,--,--,HCL TECH
Mar '17,"19,318.31",--,"19,318.31",--,123.31,38.63,--,"6,843.38",478.89,--,--,--,--,--,"4,457.33","7,376.77",955.33,"8,332.10",56.03,"8,276.07",--,"8,276.07","1,403.38","6,872.69",--,--,"6,872.69",285.36,"25,688.00","1,200.00",48.18,48.13,48.18,48.13,--,--,--,--,--,--,--,--,HCL TECH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HCL TECH
Mar '21,"48,149.74",--,"48,149.74",--,--,--,--,914.11,158.78,--,--,--,"2,948.00",--,725.12,"43,403.73",26.12,"43,429.85","28,614.76","14,815.09",--,"14,815.09","2,787.79","12,027.30",--,--,"12,027.30",360.79,"106,941.15","1,150.00",67.77,67.20,67.77,67.20,--,--,--,--,--,--,--,--,HDFC
Mar '20,"58,738.92",--,"58,738.92",--,--,--,--,592.92,147.74,--,--,--,"5,913.10",--,757.30,"51,327.86",24.42,"51,352.28","31,001.36","20,350.92",--,"20,350.92","2,581.27","17,769.65",--,--,"17,769.65",346.41,"84,802.23","1,050.00",102.91,102.12,102.91,102.12,--,--,--,--,--,--,--,--,HDFC
Mar '19,"43,348.04",--,"43,348.04",--,--,--,--,716.53,66.53,--,--,--,935.00,--,703.51,"40,926.47",29.97,"40,956.44","27,837.67","13,118.77",--,"13,118.77","3,486.31","9,632.46",--,--,"9,632.46",344.29,"77,011.18","1,050.00",56.53,56.08,56.53,56.08,--,--,--,--,--,--,--,--,HDFC
Mar '18,"34,807.10",378.07,"35,185.17",--,--,--,--,425.47,49.24,--,--,--,455.00,--,483.08,"33,772.38",44.72,"33,817.10","22,235.00","11,582.10","3,681.59","15,263.69","3,100.00","12,163.69",--,--,"12,163.69",335.18,"63,941.74","1,000.00",74.83,73.73,74.83,73.73,--,--,--,--,--,--,--,--,HDFC
Mar '17,"33,112.79",--,"33,112.79",--,--,--,--,388.80,55.96,--,--,--,700.00,--,392.00,"31,576.03",46.81,"31,622.84","20,896.20","10,726.64",--,"10,726.64","3,284.00","7,442.64",--,--,"7,442.64",317.73,"39,276.55",900.00,46.08,45.70,46.08,45.70,--,--,--,--,--,--,--,--,HDFC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HDFC
Mar '21,"1,852.53",--,"1,852.53",--,--,--,--,226.75,55.41,--,--,--,--,--,161.68,"1,408.69",349.21,"1,757.90",8.95,"1,748.95",--,"1,748.95",423.19,"1,325.76",--,--,"1,325.76",106.48,"4,669.70",680.00,62.28,62.16,62.28,62.16,--,--,--,--,--,--,--,--,HDFC AMC
Mar '20,"2,003.25",--,"2,003.25",--,--,--,--,214.71,50.37,--,--,--,--,--,216.32,"1,521.85",140.18,"1,662.03",8.98,"1,653.05",--,"1,653.05",390.64,"1,262.41",--,--,"1,262.41",106.40,"3,922.86",560.00,59.37,59.24,59.37,59.24,--,--,--,--,--,--,--,--,HDFC AMC
Mar '19,"1,915.18",--,"1,915.18",--,--,--,--,206.27,12.85,--,--,--,--,--,502.96,"1,193.10",181.60,"1,374.70",--,"1,374.70",--,"1,374.70",444.10,930.60,--,--,930.60,106.29,"2,964.30",480.00,43.87,43.78,43.87,43.78,--,--,--,--,--,--,--,--,HDFC AMC
Mar '18,"1,759.75",--,"1,759.75",--,--,--,--,174.95,11.44,--,--,--,--,--,618.34,955.02,107.50,"1,062.52",--,"1,062.52",--,"1,062.52",340.90,721.62,--,--,721.62,105.28,"2,138.99",320.00,35.02,34.96,35.02,34.96,--,--,--,--,--,--,--,--,HDFC AMC
Mar '17,"1,480.04",--,"1,480.04",--,--,--,--,157.55,11.96,--,--,--,--,--,618.59,691.93,107.88,799.80,--,799.80,--,799.80,249.56,550.25,--,--,550.25,25.17,"1,397.77",920.00,27.33,27.05,27.33,27.05,--,--,--,--,--,--,--,--,HDFC AMC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HDFC AMC
Mar '21,"38,122.30","33,325.14","71,447.44",--,--,--,--,"1,675.58",--,--,--,--,-225.85,--,"68,704.24","1,293.47",441.95,"1,735.42",--,"1,735.42",--,"1,735.42",267.78,"1,467.64",--,-107.54,"1,360.10","2,020.94","9,169.81",20.20,6.73,6.73,6.73,6.73,--,--,--,--,--,--,--,--,HDFC LIFE
Mar '20,"1,191.39",437.81,"1,629.20",--,--,--,--,--,--,--,--,--,197.85,--,138.17,"1,293.18",18.56,"1,311.74",--,"1,311.74",--,"1,311.74",16.47,"1,295.27",--,--,"1,295.27","2,018.80","4,775.53",--,6.42,6.41,6.42,6.41,--,--,--,--,--,--,--,--,HDFC LIFE
Mar '19,"1,206.90",408.40,"1,615.30",--,--,--,--,--,--,--,--,--,9.73,--,336.77,"1,268.80",21.08,"1,289.88",--,"1,289.88",--,"1,289.88",13.09,"1,276.79",--,--,"1,276.79","2,017.38","3,637.87",16.30,6.34,6.32,6.34,6.32,--,--,--,--,--,--,--,--,HDFC LIFE
